UID,Rec,Inf,Name,Position,Club,Nat,Height,Weight,WR,Age,Transfer Value,Based,Division,Expires,Wage,Left Foot,Personality,Preferred Foot,Birth City,Best Pos,Max WD,Min WD,Hdrs A,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,AT Apps,Yel,xG,Saves/90,Tgls/90,Tcon/90,Tcon,Tgls,Starts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Gls/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Cln/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Apps,AT Lge Gls,AT Lge Apps,AT Gls,Max AP,Min AP,Style,NoB
52095124,- -  -,Ama,Mark O'Connor,GK,Glenville,IRL,"6'3""",79 kg,,27,Unknown,Ireland (Leinster First Division),Irish Leinster Senior League First Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0%,0.00,0,0.00,0,0.00,0,0.00,0.00,12.25,49,20.00,80,61%,0.00,0,-,-,-,-,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,-,-,0%,0.00,0.00,0.00,-,0,0.0km,0.0km,-,-,-,-,-,-,0.00,-,0,-,-,-,-,-,31,0,0.00,-,0.00,0.00,0,0,4,0,1.30,1,-,0,-,0,0,0,0.00,0.00,-,0.00,90.00,360,,,-,-,-,-,-,4,0,0,-,0,4,0%,0,5,0.00,0.00,0.00,0.00,1.00,0.25,1,7.20,-,0,4,-,31,-,-,-,,IRL
5105707,- -  -,,Tony McMillan,GK,Southport,ENG,"5'11""",77 kg,,42,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,Manchester,GK,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,2,4,2,53%,1.47,4,0.00,0,0.00,0,5.14,14.33,8.82,24,22.78,62,39%,0.00,0,-,-,-,-,-,0,0,0.00,0,-,0,0.00,0.37,1,0.37,-,-,-,-,-,-,85%,-1.34,-3.64,0.00,-,0,5.8km,15.9km,-,-,-,-,-,-,4.78,-,0,-,-,-,-,-,686,0,0.00,2,1.84,2.94,8,5,2,0,1.00,0,-,0,-,0,0,0,0.00,0.00,-,5.00,61.25,245,,,-,-,-,-,-,8,0,0,-,3,1,0%,0,0,0.00,0.00,0.00,0.00,2.94,0.00,0,6.45,-,0,2 (2),-,686,-,-,-,,ENG
28110968,- -  -,Inj,Jack Connolly,M (C),St. Francis,IRL,"5'10""",66 kg,,23,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,13,1.72,9,9,100%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,0.95,5,1.33,7,4.00,21,13.73,4.77,23.07,121,31.08,163,74%,0.57,3,0.19,1,0.57,3,33%,0,0,0.00,0,0.57,3,0.00,0.19,1,2.67,31%,0.76,4,1.72,0,0,-,-,-,0.00,0.38,2,5.2km,27.3km,0.19,1,0.57,3,33%,-,0.19,1,1,0.19,0.19,1,0.19,2.48,58,0,0.00,-,0.95,0.57,-,5,6,0,1.50,1,-,0,-,-,-,0,0.00,0.00,-,-,78.67,472,,,-,-,-,-,-,-,0,2,-,1,3,33%,10,6,0.00,0.00,0.10,0.53,-,-,-,7.08,-,1,6,1,49,1,-,-,,IRL
52075367,- -  -,Ama,Adrian Delap,M/AM (RL),Letterkenny,IRL,"5'8""",69 kg,,25,Unknown,Ireland (Irish Lower Division),Irish Lower Division,-,N/A,-,,Unknown,Donegal,-,N/A,N/A,0,1.00,4,5,80%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,12.50,50,20.00,80,63%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.00,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.25,-,64,0,0.00,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.00,0.00,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,1,0,0.00,0.00,0.14,0.57,-,-,-,6.88,-,1,4,3,64,3,-,-,,IRL
2000155560,- -  -,Ama,Luke Rudden,ST (C),Cockhill,IRL,"6'0""",80 kg,,21,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,Donegal,-,N/A,N/A,41,2.16,7,9,78%,1.23,25%,0.31,1,0.00,0.00,0,4,-,-,-,-,0.92,3,2.77,9,3.70,12,2.16,20.96,23.12,75,25.58,83,90%,0.92,3,0.62,2,1.54,5,40%,1,0,0.00,0,0.92,3,0.00,0.31,1,7.40,44%,5.55,18,7.09,0,0,-,-,-,0.22,0.31,1,12.5km,40.4km,0.62,2,1.54,5,40%,-,0.31,1,1,0.31,0.31,1,-,12.64,53,0,0.88,-,0.00,2.47,-,0,4,0,0.90,0,-,0,-,-,-,0,0.27,0.88,-,-,73.00,292,,,-,-,-,-,-,-,0,0,-,4,0,0%,2,13,0.27,-0.88,0.08,0.27,-,-,-,6.62,-,0,4,10,53,10,-,-,,IRL
94047805,- -  -,Lst,Sam Smart,M/AM (R),Boston Utd,ENG,"5'9""",72 kg,,25,€1.5K,England (Vanarama North),Vanarama National League North,30/6/2024,€475 p/w,-,,Unknown,Portsmouth,"M/AM (RL), ST (RL)",N/A,N/A,76,1.61,15,19,79%,2.15,60%,1.29,12,1.08,0.11,1,20,-,-,-,-,2.47,23,2.90,27,11.61,108,7.53,10.54,23.12,215,27.96,260,83%,1.29,12,0.32,3,5.27,49,6%,1,0,0.11,1,1.29,12,0.00,1.40,13,15.70,36%,2.90,27,5.27,0,0,-,-,-,0.08,1.61,15,13.4km,124.4km,0.32,3,5.27,49,6%,10%,1.29,12,2,0.22,0.54,5,0.11,8.17,271,0,1.67,-,1.51,1.51,-,14,7,0,1.33,1,-,0,-,-,-,0,0.18,1.67,430.00,-,46.50,837,,,-,-,-,-,0.22,-,2,7,-,8,3,39%,13,11,0.18,0.33,0.09,0.81,-,-,-,6.70,418.50,1,7 (11),42,269,43,-,-,,ENG
52061273,- -  -,Ama,Ger Pender,ST (C),Ardmore Rovers,IRL,"5'11""",74 kg,,29,Unknown,Ireland (Leinster Senior 1B),Irish Leinster Senior League 1B,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,0,0.50,2,3,67%,1.25,60%,0.75,3,0.00,0.00,0,5,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,10.75,43,20.00,80,54%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.09,-,0,0.0km,0.0km,0.00,0,0.00,0,-,20%,0.00,0,0,-,-,0,-,-,136,0,0.44,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.11,0.44,0.00,-,90.00,360,,,-,-,-,-,0.25,-,1,0,-,0,4,0%,0,6,0.11,0.56,0.03,0.10,-,-,-,6.80,360.00,0,4,19,136,19,-,-,,IRL
28100150,- -  -,Ama,Steven Kinsella,AM (RL),Lucan Utd,IRL,"5'11""",64 kg,,25,Unknown,Ireland (Leinster First Division),Irish Leinster Senior League First Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,46,2.17,13,14,93%,0.50,67%,0.33,2,0.00,0.00,0,3,-,-,-,-,2.00,12,2.50,15,9.83,59,7.50,14.33,23.67,142,29.67,178,80%,1.83,11,0.33,2,4.83,29,13%,1,0,0.17,1,2.50,15,0.00,1.17,7,9.67,22%,1.67,10,6.00,0,0,-,-,-,0.16,1.33,8,12.6km,75.7km,1.17,7,9.17,55,6%,-,1.83,11,2,0.33,0.17,1,0.33,7.67,58,1,0.48,-,1.50,1.67,-,9,6,0,1.50,1,-,0,-,-,-,0,0.08,0.48,-,-,90.00,540,,,-,-,-,-,-,-,0,3,-,3,0,50%,7,5,0.08,-0.48,0.35,2.09,-,-,-,6.90,-,2,6,1,52,1,-,-,,IRL
29161395,- -  -,Ama,Anthony McAlavey,M/AM (C),Ringmahon,IRL,"5'7""",67 kg,,29,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,Cork,-,N/A,N/A,30,0.75,3,3,100%,1.50,33%,0.50,2,0.25,0.00,0,6,-,-,-,-,0.50,2,1.75,7,8.00,32,21.50,19.25,26.75,107,29.50,118,91%,0.50,2,0.00,0,0.50,2,3%,0,0,0.00,0,2.25,9,0.00,1.75,7,10.75,30%,2.25,9,5.25,1,0,-,-,-,0.14,1.50,6,14.0km,55.9km,0.25,1,8.50,34,-,-,1.00,4,3,0.75,0.75,3,0.50,7.50,108,0,0.82,-,1.75,0.50,-,7,4,0,1.80,0,-,0,-,-,-,0,0.20,0.82,-,-,90.00,360,,,-,-,-,-,-,-,0,3,-,1,0,75%,4,1,0.20,-0.82,0.16,0.64,-,-,-,7.05,-,2,4,11,103,12,-,-,,IRL
52045519,- -  -,Ama,Daniel Purdy,M/AM (R),Newtown Rangers,IRL,"5'7""",63 kg,,31,Unknown,Ireland (Irish Lower Division),Irish Lower Division,-,N/A,-,,Unknown,-,-,N/A,N/A,0,0.75,3,5,60%,2.50,50%,1.25,5,0.00,0.00,0,10,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,14.75,59,20.00,80,74%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.17,-,0,0.0km,0.0km,0.00,0,0.00,0,-,10%,0.00,0,0,-,-,0,0.50,-,132,0,1.69,-,0.00,0.00,-,0,4,0,1.30,0,100%,1,-,-,-,1,0.22,0.89,0.00,-,90.00,360,,,-,-,-,-,0.25,-,1,0,-,0,4,0%,0,6,0.42,-0.69,0.07,0.26,-,-,-,7.45,360.00,2,4,31,132,31,-,-,,IRL
29222422,- -  -,Ama,Karl Manahan,M (C),Greystones Utd,IRL,"6'0""",81 kg,,31,Unknown,Ireland (Leinster First Division),Irish Leinster Senior League First Division,-,N/A,-,,Unknown,-,-,N/A,N/A,0,1.50,6,6,100%,2.00,50%,1.00,4,0.00,0.00,0,8,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,14.50,58,20.00,80,73%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.08,-,0,0.0km,0.0km,0.00,0,0.00,0,-,13%,0.00,0,0,-,-,0,0.50,-,90,0,0.67,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.17,0.67,0.00,-,90.00,360,,,-,-,-,-,0.25,-,1,0,-,0,4,0%,3,7,0.17,0.33,0.09,0.35,-,-,-,7.58,360.00,2,4,6,89,7,-,-,,IRL
2000125528,- -  -,,Tylah Wallace-Ming,D (R),Aberystwyth,ENG,"5'10""",70 kg,,19,Unknown,Wales (JD Cymru Premier),JD Cymru Premier,30/6/2025,€110 p/w,-,,Unknown,London,-,N/A,N/A,134,1.75,38,48,79%,1.75,11%,0.18,4,0.55,0.28,6,38,-,-,-,-,4.37,95,1.70,37,6.58,143,11.60,15.00,36.40,791,44.36,964,82%,0.74,16,0.37,8,3.45,75,11%,0,0,0.00,0,0.87,19,0.23,2.25,49,10.35,48%,2.94,64,3.22,0,0,-,-,-,0.11,1.43,31,11.6km,252.8km,0.83,18,7.78,169,10%,-,1.47,32,2,0.09,0.64,14,0.05,6.17,26,5,4.32,-,0.69,1.15,-,15,24,1,1.00,0,-,0,-,-,-,0,0.20,4.32,-,-,75.23,"1,956",,,-,-,-,-,-,-,0,6,-,12,8,23%,30,26,0.20,-4.32,0.06,1.40,-,-,-,6.53,-,1,24 (2),-,21,-,-,-,,ENG
52078593,- -  -,Ama,Shane Barnes,ST (C),Crumlin Utd,IRL,"5'9""",64 kg,,26,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,49,1.03,6,7,86%,3.60,33%,1.20,7,1.20,0.00,0,21,-,-,-,-,0.69,4,2.23,13,7.20,42,4.46,11.14,21.60,126,23.66,138,91%,0.69,4,0.00,0,0.34,2,0%,4,0,0.00,0,0.69,4,0.00,1.03,6,3.43,33%,2.74,16,5.66,1,0,-,-,-,0.08,0.86,5,9.7km,56.8km,0.00,0,0.34,2,-,19%,0.51,3,3,0.51,0.34,2,0.17,8.40,100,0,1.78,-,1.71,1.03,-,10,6,0,1.60,0,100%,2,-,-,-,2,0.31,1.78,0.00,-,87.50,525,,,-,-,-,-,0.69,-,4,2,-,0,4,33%,7,12,0.31,2.22,0.24,1.41,-,-,-,7.23,131.25,1,6,20,92,22,-,-,,IRL
52062482,- -  -,Inj,Jake Hyland,"DM, M (C)",Tolka Rovers,IRL,"5'11""",66 kg,,28,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,6,2.00,10,13,77%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,0.20,1,0.80,4,2.40,12,3.20,2.80,19.00,95,24.00,120,79%,0.20,1,0.20,1,0.40,2,40%,0,0,0.00,0,0.60,3,0.00,-,0,1.60,50%,0.60,3,0.60,0,0,-,-,-,0.00,0.20,1,2.5km,12.6km,0.40,2,1.00,5,50%,-,0.00,0,0,-,-,0,-,1.20,169,0,0.00,-,0.00,0.40,-,0,5,0,1.15,0,-,0,-,-,-,0,0.00,0.00,-,-,90.00,450,,,-,-,-,-,-,-,0,0,-,1,4,0%,8,8,0.00,0.00,0.24,1.20,-,-,-,6.58,-,0,5,11,163,11,-,-,,IRL
28048722,- -  -,Ama,Daniel Devine,D (C),Liffey Wanderers,IRL,"6'3""",86 kg,,30,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,41,1.27,5,5,100%,0.76,0%,0.00,0,0.25,1.77,7,3,-,-,-,-,6.08,24,1.01,4,2.03,8,15.46,4.06,46.65,184,54.51,215,86%,0.76,3,0.00,0,0.00,0,-,0,0,0.00,0,0.76,3,1.01,1.77,7,3.30,68%,7.10,28,3.30,0,0,-,-,-,0.09,-,0,10.4km,41.0km,0.00,0,0.00,0,-,-,1.77,7,0,-,0.51,2,-,10.39,42,1,0.27,-,0.51,2.54,-,2,4,0,0.90,0,-,0,-,-,-,0,0.07,0.27,-,-,88.75,355,,,-,-,-,-,-,-,0,0,-,4,0,0%,2,3,0.07,-0.27,0.00,0.00,-,-,-,6.70,-,0,4,-,39,-,-,-,,IRL
52095127,- -  -,,Enda Minogue,GK,Athlone Town,IRL,"6'2""",81 kg,,22,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€250 p/w,-,,Unknown,-,-,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,4,10,1,42%,0.00,0,0.00,0,0.00,0,3.00,8.82,11.00,121,24.18,266,45%,0.00,0,-,-,-,-,-,0,1,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,-,-,90%,-0.70,-7.68,0.00,-,0,5.5km,60.2km,-,-,-,-,-,-,9.00,-,0,-,-,-,-,-,86,0,0.00,1,0.91,1.82,20,10,11,0,0.82,0,-,0,-,0,0,0,0.00,0.00,-,70.00,90.00,990,,,-,-,-,-,-,20,0,2,-,6,3,18%,0,3,0.00,0.00,0.00,0.00,1.82,0.09,1,6.15,-,0,11,-,84,-,-,-,,IRL
29194976,- -  -,,Harry Perritt,D (R),Alfreton,ENG,"6'1""",66 kg,,23,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,Liverpool,D/WB (RL),N/A,N/A,316,2.70,113,139,81%,0.12,20%,0.02,1,0.10,0.43,18,5,-,-,-,-,4.37,183,1.58,66,6.33,265,13.07,11.16,34.10,"1,427",42.16,"1,764",81%,0.50,21,0.33,14,2.96,124,11%,2,3,0.19,8,0.50,21,0.41,2.17,91,9.80,47%,3.56,149,3.99,0,0,-,-,-,0.06,0.55,23,12.0km,500.3km,0.33,14,3.04,127,11%,-,2.27,95,7,0.17,1.10,46,0.07,7.55,86,3,0.32,-,1.15,1.77,-,48,44,0,1.02,0,-,0,-,-,-,0,0.01,0.32,-,-,81.87,"3,766",,,-,-,-,-,-,-,0,11,-,21,14,24%,40,12,0.01,-0.32,0.05,2.21,-,-,-,6.65,-,3,44 (2),1,82,1,-,-,,ENG
28044106,- -  -,Ama,Carl Walshe,AM (RL),Hardwicke,IRL,"5'11""",58 kg,,30,Unknown,Ireland (AUL Premier A),Irish Dublin AUL Premier A Division,-,N/A,-,,Unknown,-,-,N/A,N/A,0,0.30,1,1,100%,4.26,43%,1.82,6,0.00,0.00,0,14,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,14.29,47,24.32,80,59%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.16,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.61,-,101,0,2.30,-,0.00,0.00,-,0,3,0,1.30,0,-,0,-,-,-,0,0.70,2.30,-,-,74.00,296,,,-,-,-,-,-,-,0,0,-,0,4,0%,4,0,0.70,-2.30,0.20,0.65,-,-,-,6.67,-,2,3 (1),13,101,13,-,-,,IRL
52094673,- -  -,FrA,Carl Williams,GK,,IRL,"6'1""",76 kg,,24,€0,Ireland,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,,IRL
83304822,- -  -,,Ismael Fatadjó,AM (RL),King's Lynn,POR,"5'10""",62 kg,,23,Unknown,England (Vanarama North),Vanarama National League North,31/5/2024,€300 p/w,-,,Unknown,Ponta Delgada,"M/AM (RL), ST (RL)",N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,101,21,-,-,,POR
29199343,- -  -,FrA,Divin Baningime,ST (C),,COD,"5'9""",68 kg,,23,€0,England,-,-,-,-,,Unknown,Kinshasa,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,,COD
52040238,- -  -,Ama,Victor Ekanem,"D (C), DM",Collinstown,NGA,"6'1""",79 kg,,35,Unknown,Ireland (Leinster Senior 1A),Irish Leinster Senior League 1A,-,N/A,-,,Unknown,Calabar,-,N/A,N/A,0,1.25,5,5,100%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,13.50,54,20.00,80,68%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.00,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,107,1,0.00,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.00,0.00,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,6,4,0.00,0.00,0.00,0.00,-,-,-,6.88,-,0,4,6,107,6,-,-,,NGA
52007377,- -  -,Ama,Chris Mulhall,ST (C),Portlaoise,IRL,"5'10""",71 kg,,36,Unknown,Ireland (Leinster Senior 1B),Irish Leinster Senior League 1B,-,N/A,-,,Unknown,Portlaoise,-,N/A,N/A,0,0.75,3,4,75%,3.25,38%,1.25,5,0.00,0.00,0,13,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,10.50,42,20.00,80,53%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.10,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,242,0,1.36,-,0.00,0.00,-,0,4,1,1.30,0,-,0,-,-,-,0,0.34,1.36,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,7,3,0.34,-1.36,0.10,0.42,-,-,-,6.75,-,0,4,46,242,46,-,-,,IRL
28028342,- -  -,,Blair Adams,D/WB (L),South Shields,ENG,"5'11""",72 kg,,32,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€575 p/w,-,,Unknown,South Shields,D/WB (RL),N/A,N/A,212,2.20,92,110,84%,0.41,41%,0.17,7,0.22,0.22,9,17,-,-,-,-,6.61,276,2.06,86,6.30,263,12.38,10.06,47.05,"1,964",53.30,"2,225",88%,1.27,53,0.38,16,2.35,98,19%,3,2,0.02,1,1.82,76,0.26,2.25,94,13.65,62%,3.14,131,1.94,1,0,-,-,-,0.10,1.03,43,13.0km,543.6km,0.81,34,4.29,179,16%,6%,1.29,54,19,0.46,0.69,29,0.17,5.08,373,1,1.64,-,1.96,1.01,-,82,43,0,2.02,1,-,0,-,-,-,0,0.04,1.64,"1,930.00",-,85.39,"3,757",,,-,-,-,-,0.02,-,1,26,-,7,11,59%,23,22,0.04,-0.64,0.18,7.57,-,-,-,6.85,"3,757.00",7,43 (1),15,365,16,-,-,,ENG
28068155,- -  -,,Tom Allan,D (C),Farsley,ENG,"6'4""",84 kg,,29,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€350 p/w,-,,Unknown,York,D (C),N/A,N/A,390,1.30,55,72,76%,0.61,46%,0.28,12,0.05,0.33,14,26,-,-,-,-,5.18,220,1.15,49,3.68,156,12.84,11.69,44.92,"1,906",55.83,"2,369",80%,0.64,27,0.19,8,1.60,68,12%,0,1,0.19,8,0.64,27,1.53,1.08,46,6.22,78%,7.14,303,2.05,0,0,-,-,-,0.05,0.24,10,11.4km,483.1km,0.19,8,1.60,68,11%,12%,2.00,85,5,0.12,0.68,29,0.07,9.19,308,4,1.35,-,1.51,1.56,-,64,47,0,1.48,1,-,0,-,-,-,0,0.03,1.35,203.00,-,76.38,"3,819",,,-,-,-,-,0.07,-,3,21,-,18,11,42%,30,8,0.03,1.65,0.06,2.54,-,-,-,6.73,"1,273.00",3,47 (3),36,298,36,-,-,,ENG
52100997,- -  -,Ama,Aaron McCabe,"AM (C), ST (C)",Maynooth Town,IRL,"5'6""",65 kg,,23,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,57,1.57,9,10,90%,1.05,67%,0.70,4,0.52,0.00,0,6,-,-,-,-,0.35,2,2.44,14,6.80,39,2.79,15.17,23.02,132,25.99,149,89%,0.35,2,0.17,1,1.40,8,13%,4,0,0.00,0,0.35,2,0.00,0.17,1,5.23,28%,2.79,16,7.15,0,0,-,-,-,0.03,0.70,4,11.1km,63.8km,0.17,1,1.40,8,12%,33%,0.35,2,0,-,0.17,1,0.17,9.94,54,0,0.21,-,1.57,1.74,-,9,6,0,1.30,0,-,0,-,-,-,0,0.04,0.21,0.00,-,86.00,516,,,-,-,-,-,0.35,-,2,2,-,3,1,33%,9,15,0.04,1.79,0.10,0.58,-,-,-,6.92,258.00,1,6,10,46,13,-,-,,IRL
52007952,- -  -,Ama,Jason Molloy,M/AM (R),Mervue Utd,IRL,"5'10""",73 kg,,35,Unknown,Ireland (Galway Premier Division),Irish Galway Junior Premier Division,-,N/A,-,,Unknown,Galway,-,N/A,N/A,15,2.10,8,9,89%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,3.41,13,2.36,9,9.71,37,7.87,13.91,24.66,94,27.81,106,89%,1.05,4,1.31,5,4.99,19,16%,0,0,0.00,0,1.05,4,0.00,2.89,11,9.71,13%,0.52,2,3.41,0,0,-,-,-,0.00,1.57,6,12.4km,47.1km,2.10,8,13.38,51,26%,-,0.79,3,1,0.26,0.52,2,-,3.94,201,0,0.00,-,1.31,2.36,-,5,4,0,1.10,0,-,0,-,-,-,0,0.00,0.00,-,-,85.75,343,,,-,-,-,-,-,-,0,0,-,2,2,0%,5,1,0.00,0.00,0.07,0.28,-,-,-,6.45,-,0,4,25,201,25,-,-,,IRL
52100856,- -  -,Ama,Daniel Dobbin,D (R),Crumlin Utd,IRL,"6'1""",78 kg,,23,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,37,2.54,12,16,75%,2.11,40%,0.85,4,0.85,0.63,3,10,-,-,-,-,5.28,25,2.96,14,5.70,27,16.69,9.93,40.35,191,46.69,221,86%,0.85,4,1.06,5,3.59,17,29%,0,0,0.42,2,0.85,4,0.63,1.27,6,10.35,78%,6.13,29,1.69,0,0,-,-,-,0.13,0.42,2,11.8km,55.7km,1.06,5,3.59,17,29%,10%,1.48,7,0,-,0.85,4,-,7.82,55,1,1.27,-,1.90,1.27,-,9,5,0,1.45,1,-,0,-,-,-,0,0.27,1.27,0.00,-,85.20,426,,,-,-,-,-,0.21,-,1,1,-,0,4,20%,5,1,0.27,-0.27,0.03,0.13,-,-,-,7.12,426.00,0,5,3,48,4,-,-,,IRL
